provinsi,kota,nik,nama,tempat,tgl_lahir,jenis_kelamin,golongan_darah,alamat,rt/rw,kel/desa,kecamatan,agama,status,pekerjaan,kewarganegaraan,masa_berlaku,terbuat,pas_photo
BALI,DENPASAR,5051108705559658,Young Son,rjzpjtna,17-03-2006,PEREMPUAN,O,jl. agwup zztapho 4,117/089,denpasar,denpasar utara,BUDDHA,KAWIN,cpqjsmstcsrq,WNI,SEUMUR HIDUP,15-12-2021,src/image.jpeg
BALI,DENPASAR,5168489947899055,Leisa Eveline,wjvoljbj,28-09-2016,PEREMPUAN,A,jl. idoar eafhqat 2,098/749,denpasar,denpasar utara,KONGHUCU,KAWIN,csdjzwymzzyb,WNI,SEUMUR HIDUP,30-12-2021,src/image.jpeg
BALI,DENPASAR,5329920515554306,Aaron Chantelle,ljtxcqvb,11-07-2018,PEREMPUAN,O,jl. kybke iiitjnn 1,171/217,denpasar,denpasar utara,KRISTEN,BELUM KAWIN,ezkxwsccjvwo,WNI,SEUMUR HIDUP,15-07-2021,src/image.jpeg
BALI,DENPASAR,5015777538734300,Rebecka Rex,knzmkhds,20-11-2017,PEREMPUAN,O,jl. vfpvd toejcpw 0,433/726,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,apmvxohxvcnj,WNI,SEUMUR HIDUP,05-05-2022,src/image.jpeg
BALI,DENPASAR,5102677419472950,Linwood Bobbie,qraulyod,12-05-1999,PEREMPUAN,O,jl. raxqs ejdixzz 8,730/469,denpasar,denpasar utara,ISLAM,KAWIN,lvyrlotlegvv,WNI,SEUMUR HIDUP,17-05-2021,src/image.jpeg
BALI,DENPASAR,5464629271362619,Sanford Marc,xgoicmtn,26-03-2008,PEREMPUAN,O,jl. qshny pfqslmj 6,446/599,denpasar,denpasar utara,KRISTEN,KAWIN,psliindrevid,WNI,SEUMUR HIDUP,26-01-2022,src/image.jpeg
BALI,DENPASAR,5688520220783495,Kris Numbers,mfkwejce,12-12-2017,PEREMPUAN,O,jl. uktfp ejzjshn 6,166/068,denpasar,denpasar utara,KONGHUCU,KAWIN,nwqrgmssigqs,WNI,SEUMUR HIDUP,07-06-2021,src/image.jpeg
BALI,DENPASAR,5003882762256048,April Jorge,ipvdumej,17-11-2009,PEREMPUAN,AB,jl. keoov ntaabae 7,201/380,denpasar,denpasar utara,ISLAM,BELUM KAWIN,wbmbicullvfa,WNI,SEUMUR HIDUP,14-07-2021,src/image.jpeg
BALI,DENPASAR,5710724059326178,Audie Bob,kluqalkk,29-10-2016,PEREMPUAN,O,jl. czbeo xlbnuot 0,683/914,denpasar,denpasar utara,KONGHUCU,KAWIN,hbwwtybmdixr,WNI,SEUMUR HIDUP,15-10-2021,src/image.jpeg
BALI,DENPASAR,5531522658984767,Leroy Hank,jldcfahs,02-08-1995,LAKI-LAKI,O,jl. msujg aipjiaz 3,518/822,denpasar,denpasar utara,KRISTEN,BELUM KAWIN,bjbwrpcbunsc,WNI,SEUMUR HIDUP,12-12-2021,src/image.jpeg
BALI,DENPASAR,5677020267073207,Reagan Faviola,tomgvvlq,06-09-2001,LAKI-LAKI,O,jl. iyksw gqdmuro 9,775/543,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,wylepkdcreaa,WNI,SEUMUR HIDUP,26-03-2022,src/image.jpeg
BALI,DENPASAR,5286688942480350,Kortney Howard,xqceqryh,09-07-2006,LAKI-LAKI,B,jl. uuqpa djnmgle 6,512/335,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,lvvujwrysiwx,WNI,SEUMUR HIDUP,17-01-2022,src/image.jpeg
BALI,DENPASAR,5312935040607827,Stefani Lahoma,erckaxca,13-09-1995,LAKI-LAKI,B,jl. prvnx gqgycfd 2,409/951,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,uomgtdmfwvrk,WNI,SEUMUR HIDUP,09-11-2021,src/image.jpeg
BALI,DENPASAR,5211833003586464,Zulema Donald,wyuwnagk,28-06-2013,LAKI-LAKI,O,jl. hxoin wkhjsgi 9,645/577,denpasar,denpasar utara,HINDU,BELUM KAWIN,vjkleneijesb,WNI,SEUMUR HIDUP,26-02-2022,src/image.jpeg
BALI,DENPASAR,5327432143214051,Krista Laree,btpgfgej,12-04-2003,LAKI-LAKI,AB,jl. ztfkp aclhusy 5,800/177,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,kwpspcychccf,WNI,SEUMUR HIDUP,23-08-2021,src/image.jpeg
BALI,DENPASAR,5007951687901452,Thanh Marian,qbbiwywm,10-11-2012,PEREMPUAN,AB,jl. lxjhi abrycsk 8,783/129,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,fioohggmvpwj,WNI,SEUMUR HIDUP,30-11-2021,src/image.jpeg
BALI,DENPASAR,5746240820924526,Yanira Jeannette,arjiwnzz,10-10-1995,PEREMPUAN,O,jl. rmdkb axrltve 4,620/903,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,qapskyvgxwix,WNI,SEUMUR HIDUP,25-09-2021,src/image.jpeg
BALI,DENPASAR,5279444001651514,Darius Tambra,nhziyurw,21-07-2001,LAKI-LAKI,O,jl. oujas bwwbrhp 0,778/659,denpasar,denpasar utara,KRISTEN,KAWIN,mxwxeblnfmeh,WNI,SEUMUR HIDUP,16-08-2021,src/image.jpeg
BALI,DENPASAR,5978753029810133,Jefferey Alexis,iwuacnym,05-08-2010,LAKI-LAKI,O,jl. jfzgw uxulicy 8,212/493,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,nhcbkmydulso,WNI,SEUMUR HIDUP,06-02-2022,src/image.jpeg
BALI,DENPASAR,5379442880267466,Lory Damien,sqxcefik,05-04-2016,PEREMPUAN,O,jl. bcdca emctvtb 5,728/260,denpasar,denpasar utara,KONGHUCU,KAWIN,rvegihsxroli,WNI,SEUMUR HIDUP,25-08-2021,src/image.jpeg
BALI,DENPASAR,5574414682924814,Carroll Jean,grikvheu,06-03-1996,LAKI-LAKI,O,jl. axpmc saohpkl 9,941/062,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,awcxokyrcuzj,WNI,SEUMUR HIDUP,02-04-2022,src/image.jpeg
BALI,DENPASAR,5029845484431410,Lenard Dion,rfdsswho,23-10-2018,PEREMPUAN,B,jl. agvoh uqhkcoq 7,163/018,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,bjgynzgfrqbl,WNI,SEUMUR HIDUP,15-09-2021,src/image.jpeg
BALI,DENPASAR,5834324872168566,Griselda Roland,icxlphwl,11-11-2018,LAKI-LAKI,O,jl. odqgh pkffjtp 7,016/770,denpasar,denpasar utara,KATOLIK,KAWIN,hrbgzprejcef,WNI,SEUMUR HIDUP,08-02-2022,src/image.jpeg
BALI,DENPASAR,5237468939230103,Dario Iva,uxljefsq,30-07-2007,PEREMPUAN,O,jl. hmlbi vftokir 4,235/779,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,tpaaynnccsus,WNI,SEUMUR HIDUP,29-04-2022,src/image.jpeg
BALI,DENPASAR,5874119122857294,Jamison Jeraldine,ofbfktie,10-02-1990,PEREMPUAN,O,jl. rmcyo iosfaxl 2,687/388,denpasar,denpasar utara,KONGHUCU,KAWIN,rxedrfcfsrou,WNI,SEUMUR HIDUP,06-11-2021,src/image.jpeg
BALI,DENPASAR,5145391173601846,Maurice Sabrina,xwdzuwxk,17-10-2017,LAKI-LAKI,B,jl. ksdes xaugjfp 9,803/867,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,izmrtwnbrvcp,WNI,SEUMUR HIDUP,02-09-2021,src/image.jpeg
BALI,DENPASAR,5059841085650914,Lucile Claire,rathunsb,23-11-1992,LAKI-LAKI,O,jl. yxnoj wamevtw 3,995/731,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,craipwysaqpw,WNI,SEUMUR HIDUP,17-02-2022,src/image.jpeg
BALI,DENPASAR,5886896313992038,Frederic Christian,nirawsfk,14-10-1997,PEREMPUAN,AB,jl. bnkma tbsfjhp 6,371/875,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,vzjkxaqbmiyf,WNI,SEUMUR HIDUP,10-10-2021,src/image.jpeg
BALI,DENPASAR,5041366927209143,Ardis Gerald,humbmict,21-11-2014,LAKI-LAKI,AB,jl. ygjfm mkcmcjx 8,005/967,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,acyxgnoqtwmh,WNI,SEUMUR HIDUP,09-05-2022,src/image.jpeg
BALI,DENPASAR,5603690413003609,Darlene Jed,kycuqpbw,13-05-2018,LAKI-LAKI,AB,jl. zdavv bjwuaqh 5,991/589,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,hycbaspaoyzi,WNI,SEUMUR HIDUP,20-05-2021,src/image.jpeg
BALI,DENPASAR,5480393391919492,Dexter Leesa,qwuyecrk,08-10-2006,PEREMPUAN,O,jl. udhqq szhxxbg 7,863/276,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,rbrrjnwrtmnj,WNI,SEUMUR HIDUP,02-11-2021,src/image.jpeg
BALI,DENPASAR,5659525490650657,Lynwood Lynwood,gvhzcqdo,30-03-2006,LAKI-LAKI,B,jl. drrzp fgingxn 3,599/860,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,rcdmfomilrqr,WNI,SEUMUR HIDUP,14-03-2022,src/image.jpeg
BALI,DENPASAR,5653961261266658,Chasity Galen,zqmynohf,21-09-2013,PEREMPUAN,O,jl. clckh rnzetjw 5,241/342,denpasar,denpasar utara,KONGHUCU,KAWIN,jrcxtmhxtzgu,WNI,SEUMUR HIDUP,05-09-2021,src/image.jpeg
BALI,DENPASAR,5544912505625024,Ulysses Chauncey,dotijxij,26-04-1998,PEREMPUAN,O,jl. pwhuk bwgtgji 9,425/327,denpasar,denpasar utara,KATOLIK,KAWIN,okjojvshpcrk,WNI,SEUMUR HIDUP,25-10-2021,src/image.jpeg
BALI,DENPASAR,5354269179187379,Felica Marc,npkewvrh,12-08-2004,LAKI-LAKI,O,jl. izxqm gfrihgj 8,421/979,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,ekapdtsuuetq,WNI,SEUMUR HIDUP,27-10-2021,src/image.jpeg
BALI,DENPASAR,5974009555434501,Ashton Marlin,cwkwmcmu,14-07-2008,LAKI-LAKI,A,jl. erbdd lvpxdwl 3,044/202,denpasar,denpasar utara,KONGHUCU,KAWIN,ihbqpfnkaolw,WNI,SEUMUR HIDUP,15-06-2021,src/image.jpeg
BALI,DENPASAR,5382462645467541,Raymond Lowell,hygmcbqg,29-11-2000,PEREMPUAN,AB,jl. xtmrv lykdugm 4,141/434,denpasar,denpasar utara,KONGHUCU,KAWIN,jqdyfliyrmww,WNI,SEUMUR HIDUP,15-10-2021,src/image.jpeg
BALI,DENPASAR,5219877225232966,Ferdinand Ernesto,bfiloxcp,15-09-2018,PEREMPUAN,B,jl. fvbrp puyzxgf 8,528/475,denpasar,denpasar utara,KONGHUCU,KAWIN,xotvlhqqpkth,WNI,SEUMUR HIDUP,29-10-2021,src/image.jpeg
BALI,DENPASAR,5113250493486127,Rachal Zenaida,csuzfnlg,02-06-2001,PEREMPUAN,B,jl. ukkiv sveiiqa 0,340/908,denpasar,denpasar utara,HINDU,BELUM KAWIN,cekagecayywp,WNI,SEUMUR HIDUP,27-06-2021,src/image.jpeg
BALI,DENPASAR,5862370699597667,Elouise Wilbur,lpxgdrbe,22-03-1993,PEREMPUAN,O,jl. aczjm vowjwrh 3,306/302,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,yhsjmywkvtdz,WNI,SEUMUR HIDUP,20-05-2021,src/image.jpeg
BALI,DENPASAR,5724740561630674,Maurice Dwana,aulvekgx,30-03-2013,PEREMPUAN,O,jl. ctpym ryizyzl 1,611/620,denpasar,denpasar utara,HINDU,KAWIN,pxlrvozjknlw,WNI,SEUMUR HIDUP,25-05-2021,src/image.jpeg
BALI,DENPASAR,5489220136121806,Nelson Brandon,nnibkpqy,10-11-1991,LAKI-LAKI,AB,jl. fdjvz rvjnkfk 9,960/243,denpasar,denpasar utara,KONGHUCU,KAWIN,ajsnlamdgzla,WNI,SEUMUR HIDUP,18-02-2022,src/image.jpeg
BALI,DENPASAR,5867240720732576,Refugio Randal,mjoceipc,12-04-2013,LAKI-LAKI,B,jl. hdewd skjawps 7,347/395,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,xeifobhijzlo,WNI,SEUMUR HIDUP,22-06-2021,src/image.jpeg
BALI,DENPASAR,5705980641550648,Kendall Jaye,lcozduok,23-02-1997,PEREMPUAN,AB,jl. zzfug kktclfq 8,877/113,denpasar,denpasar utara,HINDU,KAWIN,tmmgfpohnsry,WNI,SEUMUR HIDUP,19-02-2022,src/image.jpeg
BALI,DENPASAR,5217374925918938,Keli Josue,gcvghbxn,30-07-2004,PEREMPUAN,AB,jl. ievwx regsiww 3,702/708,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,rsxpbevzuaeo,WNI,SEUMUR HIDUP,12-01-2022,src/image.jpeg
BALI,DENPASAR,5495014918975988,Arden Georgianna,agjdbiuv,02-12-2017,PEREMPUAN,O,jl. olamx qxezanp 9,464/512,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,wwimhkrvlzez,WNI,SEUMUR HIDUP,14-11-2021,src/image.jpeg
BALI,DENPASAR,5259478038808444,Meridith Angel,lwkdkqpz,11-05-1991,PEREMPUAN,AB,jl. fkjxt xzugmpn 7,625/773,denpasar,denpasar utara,HINDU,KAWIN,lfhosuhgjisv,WNI,SEUMUR HIDUP,14-05-2022,src/image.jpeg
BALI,DENPASAR,5309122546112199,Leandro Raul,qrrcpcxf,27-03-2002,LAKI-LAKI,A,jl. qrewq seizqdq 8,858/440,denpasar,denpasar utara,KONGHUCU,KAWIN,kmuipmvtrtpe,WNI,SEUMUR HIDUP,29-07-2021,src/image.jpeg
BALI,DENPASAR,5323000564641936,Ted Erma,bwmqryvv,10-03-1998,LAKI-LAKI,O,jl. uqvoc tztsxza 6,144/103,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,iecjjsboynbu,WNI,SEUMUR HIDUP,12-03-2022,src/image.jpeg
BALI,DENPASAR,5317353593604038,Beau Fanny,hucbqffl,20-04-2006,LAKI-LAKI,O,jl. pynqd wybuxjo 7,174/272,denpasar,denpasar utara,KRISTEN,KAWIN,zvnqirjqqivu,WNI,SEUMUR HIDUP,27-06-2021,src/image.jpeg
BALI,DENPASAR,5229153439397127,Shamika Honey,mlcamzfq,21-05-2015,PEREMPUAN,B,jl. jewep hcppffs 9,981/500,denpasar,denpasar utara,HINDU,KAWIN,wrkzbdfchdhv,WNI,SEUMUR HIDUP,23-01-2022,src/image.jpeg
BALI,DENPASAR,5592843482020006,Norah Silvia,mhqsbnwc,31-08-1991,PEREMPUAN,O,jl. eftjv npmmvfr 2,543/726,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,huayusncybzi,WNI,SEUMUR HIDUP,06-03-2022,src/image.jpeg
BALI,DENPASAR,5263224080886645,Timika Shayna,rairjuwn,26-05-1993,LAKI-LAKI,A,jl. toywr delqfjo 0,749/784,denpasar,denpasar utara,HINDU,KAWIN,zdkyknizzexn,WNI,SEUMUR HIDUP,18-03-2022,src/image.jpeg
BALI,DENPASAR,5144464253850775,Bernardo Lena,fqunbssy,16-04-2000,PEREMPUAN,O,jl. iipwt qocoqnw 2,067/474,denpasar,denpasar utara,KATOLIK,KAWIN,foyduvturhys,WNI,SEUMUR HIDUP,11-07-2021,src/image.jpeg
BALI,DENPASAR,5451957450748529,Elvira Hobert,mjtyqkbc,21-08-2011,LAKI-LAKI,B,jl. rvwlt gxxqdid 6,589/339,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,sdujirefiomq,WNI,SEUMUR HIDUP,20-10-2021,src/image.jpeg
BALI,DENPASAR,5110605538811502,Charolette Keisha,httierrn,12-10-1990,LAKI-LAKI,O,jl. ceeid kshgsxp 9,897/107,denpasar,denpasar utara,KONGHUCU,KAWIN,cqxgexaotlja,WNI,SEUMUR HIDUP,03-11-2021,src/image.jpeg
BALI,DENPASAR,5219389672840916,Virgina Altha,ygihnfjk,01-06-1998,PEREMPUAN,A,jl. cxcmg endkykw 3,628/129,denpasar,denpasar utara,HINDU,KAWIN,chzismcemdox,WNI,SEUMUR HIDUP,13-06-2021,src/image.jpeg
BALI,DENPASAR,5618791884279710,Nichol Agustin,mrqmgbrm,11-12-1990,PEREMPUAN,O,jl. rmoao bhgpxvn 2,742/203,denpasar,denpasar utara,HINDU,BELUM KAWIN,uuimhszsrqji,WNI,SEUMUR HIDUP,10-05-2022,src/image.jpeg
BALI,DENPASAR,5719811227403179,Forrest Leslie,gcrmjgvk,25-07-1999,PEREMPUAN,O,jl. bnbgv iphoemx 9,861/711,denpasar,denpasar utara,BUDDHA,BELUM KAWIN,aamkrznvfyvj,WNI,SEUMUR HIDUP,24-12-2021,src/image.jpeg
BALI,DENPASAR,5372023101160787,Philomena Ernestine,pkknonrr,24-05-1992,PEREMPUAN,O,jl. hamqa aibkgcn 1,586/893,denpasar,denpasar utara,HINDU,KAWIN,hcfpjpfelwho,WNI,SEUMUR HIDUP,28-10-2021,src/image.jpeg
BALI,DENPASAR,5862438347675887,Laurene Alva,uedurqcj,01-07-2007,PEREMPUAN,A,jl. anjiy jcoekzi 9,861/222,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,adayvmmnlofd,WNI,SEUMUR HIDUP,27-11-2021,src/image.jpeg
BALI,DENPASAR,5417545826797864,Raymond Elouise,yxeyqraj,19-11-2016,LAKI-LAKI,O,jl. nzexh xpxcxee 2,308/378,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,kmetsurezxyo,WNI,SEUMUR HIDUP,28-06-2021,src/image.jpeg
BALI,DENPASAR,5468891056500634,Wyatt Shu,diltrnwb,29-04-2004,PEREMPUAN,O,jl. ehgci bhjzdzh 7,614/734,denpasar,denpasar utara,KONGHUCU,KAWIN,rxoouoxhvwld,WNI,SEUMUR HIDUP,10-09-2021,src/image.jpeg
BALI,DENPASAR,5326029442162083,Adolfo Jada,qpuwlybb,06-10-1990,PEREMPUAN,B,jl. wkfqe bscgsiz 9,982/487,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,rigdmbskvdox,WNI,SEUMUR HIDUP,28-03-2022,src/image.jpeg
BALI,DENPASAR,5091369912599791,Joan Russell,fxtskocr,05-01-2009,LAKI-LAKI,A,jl. khmzl hxhisuu 5,622/558,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,tardsxuffywg,WNI,SEUMUR HIDUP,29-12-2021,src/image.jpeg
BALI,DENPASAR,5162933387194261,Vivien Jani,xqplcqyn,27-04-1993,PEREMPUAN,AB,jl. ijttb qlwwfci 0,874/558,denpasar,denpasar utara,KONGHUCU,KAWIN,deldgqlsmnyd,WNI,SEUMUR HIDUP,29-10-2021,src/image.jpeg
BALI,DENPASAR,5230392275559812,Gayle Derrick,nlyxsirv,21-02-2012,LAKI-LAKI,O,jl. iuksq qrgwxql 7,058/729,denpasar,denpasar utara,KATOLIK,BELUM KAWIN,yfeaxrdbrvpj,WNI,SEUMUR HIDUP,11-06-2021,src/image.jpeg
BALI,DENPASAR,5955000065600785,Tad Delicia,orvaajpf,15-11-2006,LAKI-LAKI,O,jl. jmrwt fdihyhn 3,406/002,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,cckoxxpencay,WNI,SEUMUR HIDUP,08-01-2022,src/image.jpeg
BALI,DENPASAR,5137751794983858,Aurora Reed,uczzeuww,04-07-2015,PEREMPUAN,O,jl. rcmry yiwfszt 8,243/991,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ahueesbnrocr,WNI,SEUMUR HIDUP,02-03-2022,src/image.jpeg
BALI,DENPASAR,5648742713271259,Demetra Ja,grhznbld,27-07-2011,LAKI-LAKI,O,jl. taejw bykimxq 6,049/770,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,kirkqlijnqke,WNI,SEUMUR HIDUP,26-03-2022,src/image.jpeg
BALI,DENPASAR,5492304703050973,Alina Chong,ynikrntm,15-08-2019,PEREMPUAN,B,jl. bwwge hkxpyjj 1,929/861,denpasar,denpasar utara,HINDU,BELUM KAWIN,xmwmuwrzgveb,WNI,SEUMUR HIDUP,22-11-2021,src/image.jpeg
BALI,DENPASAR,5108656709056871,Lindsay Bob,iimbgwmn,16-11-2002,LAKI-LAKI,B,jl. tnpor vlavllh 8,504/140,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,tbkrjvpvqbmb,WNI,SEUMUR HIDUP,16-10-2021,src/image.jpeg
BALI,DENPASAR,5097096598139731,Drew Adan,mlfzppik,10-07-2004,PEREMPUAN,B,jl. ntewq cpzdpxp 6,798/973,denpasar,denpasar utara,KATOLIK,KAWIN,zvwqvzlcnfob,WNI,SEUMUR HIDUP,14-01-2022,src/image.jpeg
BALI,DENPASAR,5266116571666673,Mattie Keila,icktythk,26-08-2011,LAKI-LAKI,B,jl. myjfw jvpguri 1,618/852,denpasar,denpasar utara,KONGHUCU,KAWIN,unvzbppgcduy,WNI,SEUMUR HIDUP,21-12-2021,src/image.jpeg
BALI,DENPASAR,5534903954177641,Michale Carolina,owphlfal,06-10-2012,LAKI-LAKI,A,jl. ooizw wbleqkr 1,987/248,denpasar,denpasar utara,ISLAM,BELUM KAWIN,kmzwvvyajyix,WNI,SEUMUR HIDUP,20-11-2021,src/image.jpeg
BALI,DENPASAR,5896072069483293,Bridgett Eartha,dklturat,12-04-2009,PEREMPUAN,A,jl. vprxp ljrthcf 2,178/878,denpasar,denpasar utara,HINDU,KAWIN,cwitirowzcjz,WNI,SEUMUR HIDUP,27-06-2021,src/image.jpeg
BALI,DENPASAR,5121930634064256,Yasuko Lisbeth,cmqlluxn,15-06-2009,PEREMPUAN,AB,jl. xzryh wbrwevk 4,871/225,denpasar,denpasar utara,BUDDHA,KAWIN,preyifmdvzhe,WNI,SEUMUR HIDUP,18-01-2022,src/image.jpeg
BALI,DENPASAR,5285437232462683,Jackeline Rae,qeuvmlfo,31-05-1997,PEREMPUAN,B,jl. zmmjg fovsnzy 2,147/310,denpasar,denpasar utara,KONGHUCU,KAWIN,qmznrtnznkan,WNI,SEUMUR HIDUP,28-11-2021,src/image.jpeg
BALI,DENPASAR,5610527233982435,Rebbecca Conrad,vdunwwsc,26-01-1995,LAKI-LAKI,O,jl. tkfqo xzowcar 4,807/818,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,ngkkgwdzmbrm,WNI,SEUMUR HIDUP,10-05-2022,src/image.jpeg
BALI,DENPASAR,5253321510724828,Stanley Sharan,rjdwcttx,21-02-2016,LAKI-LAKI,B,jl. hsrco lkagize 1,882/730,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,uhykrmgfsfwy,WNI,SEUMUR HIDUP,03-10-2021,src/image.jpeg
BALI,DENPASAR,5640786578735550,Garrett Hubert,goeyfegx,08-07-1999,LAKI-LAKI,B,jl. ohesd lrhklbl 5,791/063,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,urldjmpsnagk,WNI,SEUMUR HIDUP,14-07-2021,src/image.jpeg
BALI,DENPASAR,5859304785562764,Isiah Kelvin,vrqlowhk,01-02-2017,LAKI-LAKI,O,jl. meonq mejibon 8,397/021,denpasar,denpasar utara,KONGHUCU,KAWIN,etmxnvbgjrkt,WNI,SEUMUR HIDUP,26-01-2022,src/image.jpeg
BALI,DENPASAR,5117338880498812,Maryln Frances,bqvkwtlv,26-08-1996,LAKI-LAKI,A,jl. fmnpz oibcsdi 9,230/459,denpasar,denpasar utara,KATOLIK,KAWIN,wnifmypiujup,WNI,SEUMUR HIDUP,19-05-2021,src/image.jpeg
BALI,DENPASAR,5916191751933049,Dante Jeannette,rselbald,04-10-2013,PEREMPUAN,O,jl. qtbwc fepotrd 2,231/217,denpasar,denpasar utara,HINDU,KAWIN,joczveeaunsh,WNI,SEUMUR HIDUP,12-02-2022,src/image.jpeg
BALI,DENPASAR,5186828925092664,Houston Venessa,lkzoglui,01-01-2012,PEREMPUAN,O,jl. xtyue awwvvmk 8,958/130,denpasar,denpasar utara,HINDU,BELUM KAWIN,nizofoplumma,WNI,SEUMUR HIDUP,02-05-2022,src/image.jpeg
BALI,DENPASAR,5998941958464658,Shawnta Lesley,pnmuxkry,11-05-2005,PEREMPUAN,AB,jl. ovkue ffyknrg 8,208/710,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,vsqvhloveviu,WNI,SEUMUR HIDUP,03-04-2022,src/image.jpeg
BALI,DENPASAR,5575377313975913,Roxanne Winford,bfirnwgy,19-10-2014,LAKI-LAKI,B,jl. boyhv xhohiyk 8,895/336,denpasar,denpasar utara,HINDU,BELUM KAWIN,aeyzddpzstai,WNI,SEUMUR HIDUP,23-05-2021,src/image.jpeg
BALI,DENPASAR,5923939493106708,Dexter Bambi,prkuzwqw,24-03-2006,LAKI-LAKI,O,jl. towpt cbsrerp 5,602/682,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,yitapqrwfioq,WNI,SEUMUR HIDUP,21-03-2022,src/image.jpeg
BALI,DENPASAR,5534113911680801,Randolph Elizbeth,umgviwaa,12-08-1997,PEREMPUAN,B,jl. uwrad yaktpej 3,102/566,denpasar,denpasar utara,KRISTEN,KAWIN,pkuplxgfnpnq,WNI,SEUMUR HIDUP,07-05-2022,src/image.jpeg
BALI,DENPASAR,5695497535382478,Clorinda Harland,sgtadbyh,04-10-1998,LAKI-LAKI,AB,jl. cgdfu veeqzzp 3,632/482,denpasar,denpasar utara,KONGHUCU,KAWIN,acvvfnqgntwc,WNI,SEUMUR HIDUP,14-12-2021,src/image.jpeg
BALI,DENPASAR,5661853146238171,Quentin Reda,gjobjndg,31-03-2009,PEREMPUAN,O,jl. viqwa waikcat 2,441/589,denpasar,denpasar utara,KONGHUCU,KAWIN,ajdqycearpsz,WNI,SEUMUR HIDUP,01-06-2021,src/image.jpeg
BALI,DENPASAR,5579630607322256,Hal Sharda,lglmxldf,26-12-2006,LAKI-LAKI,O,jl. eshgl adfylhg 9,420/284,denpasar,denpasar utara,ISLAM,BELUM KAWIN,viauokvmdrpf,WNI,SEUMUR HIDUP,09-10-2021,src/image.jpeg
BALI,DENPASAR,5023162887534007,Faustina Donald,izligjql,10-08-2015,LAKI-LAKI,B,jl. tgrxl zkmampa 9,435/863,denpasar,denpasar utara,HINDU,BELUM KAWIN,vyysrpbusjxq,WNI,SEUMUR HIDUP,30-09-2021,src/image.jpeg
BALI,DENPASAR,5774510690223584,Marni Laurence,zdivlwyn,21-12-2009,PEREMPUAN,O,jl. ahzkv ttvuhws 1,205/580,denpasar,denpasar utara,KONGHUCU,BELUM KAWIN,yifdahubgkjf,WNI,SEUMUR HIDUP,17-02-2022,src/image.jpeg
BALI,DENPASAR,5227667407978733,Mollie Chase,cdjmnxwt,14-11-2010,LAKI-LAKI,O,jl. oxqdq szhtcps 4,030/440,denpasar,denpasar utara,KONGHUCU,KAWIN,yyvgvbdovaup,WNI,SEUMUR HIDUP,08-02-2022,src/image.jpeg
BALI,DENPASAR,5450626214247010,Alonso Carol,qdrbujqp,04-10-2016,LAKI-LAKI,AB,jl. sjznq qzmzjrr 1,048/183,denpasar,denpasar utara,HINDU,KAWIN,wmiwgufuupng,WNI,SEUMUR HIDUP,28-04-2022,src/image.jpeg
BALI,DENPASAR,5357501548937325,Steven Myles,enedpgaz,14-01-2019,LAKI-LAKI,O,jl. zymgb smpqukz 9,345/615,denpasar,denpasar utara,KONGHUCU,KAWIN,ipxianpjkbcw,WNI,SEUMUR HIDUP,18-12-2021,src/image.jpeg
